Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
I80-W	3	Sacramento		12.35	95.85	.35	314491	EB Madison to WB 80	5	Mainline	loops	No		
I80-W	3	Sacramento		12.5	96	.325	315883	WB Madison	1	HOV	loops	24H		
I80-W	3	Sacramento		12.5	96	.325	314485	WB Madison	4	Mainline	loops	No		
I80-W	3	Sacramento		13	96.5	.6	315884	E of Madison Ave	1	HOV	radars	24H	R109	
I80-W	3	Sacramento		13	96.5	.6	313386	E of Madison Ave	4	Mainline	radars	No	R109	
I80-W	3	Sacramento		13.7	97.2	.654	315885	Foothill Farm POC	1	HOV	radars	24H	R111	
I80-W	3	Sacramento		13.7	97.2	.654	313405	Foothills Farm	4	Mainline	radars	No	R111	
I80-W	3	Sacramento		14.307	97.807	.4	315886	EB Elkhorn Blvd	1	HOV	loops	24H		
I80-W	3	Sacramento		14.307	97.807	.4	314433	EB Elkhorn Blvd	4	Mainline	loops	No		
I80-W	3	Sacramento		14.501	98.001	.297	315887	WB Elkhorn Blvd	1	HOV	loops	24H		
I80-W	3	Sacramento		14.501	98.001	.297	314419	WB Elkhorn Blvd	4	Mainline	loops	No		
I80-W	3	Sacramento		14.9	98.4	.449	315888	Springwood Dr.	1	HOV	radars	24H	R113	
I80-W	3	Sacramento		14.9	98.4	.449	313414	Springwood Dr.	4	Mainline	radars	No	R113	
I80-W	3	Sacramento		15.4	98.9	.55	315889	Flaming Arrow Dr.	1	HOV	radars	24H	R115	
I80-W	3	Sacramento		15.4	98.9	.55	313426	Flaming Arrow Dr.	4	Mainline	radars	No	R115	
I80-W	3	Sacramento		16	99.5	.55	313560	Weigh Station	4	Mainline	radars	No	R117	
I80-W	3	Sacramento		16	99.5	.55	315890	Weigh Station	1	HOV	radars	24H	R117	
I80-W	3	Sacramento		16.5	100	.35	313438	EB Antelope Rd.	4	Mainline	loops	No	R119	
I80-W	3	Sacramento		16.5	100	.35	315891	EB Antelope Rd.	1	HOV	loops	24H	R119	
I80-W	3	Sacramento		16.7	100.2	.35	313450	WB Antelope Rd.	4	Mainline	loops	No	R121	
I80-W	3	Sacramento		16.7	100.2	.35	315892	WB Antelope Rd.	1	HOV	loops	24H	R121	
I80-W	3	Sacramento		17.2	100.7	.5	315893	Westwood Park	1	HOV	radars	24H	R123	
I80-W	3	Sacramento		17.2	100.7	.5	313468	Westwood Park	4	Mainline	radars	No	R123	
I80-W	3	Sacramento		17.7	101.2	.65	318437	Auburn Oaks Ct.	1	HOV	radars	24H	R125	
I80-W	3	Sacramento		17.7	101.2	.65	313475	Auburn Oaks Ct.	4	Mainline	radars	No	R125	
I80-W	3	Placer		.2	101.7	.2	313493	SB Riverside Ave.	4	Mainline	loops	No	R127	
I80-W	3	Placer		.2	101.7	.2	319339	SB Riverside Ave.	1	HOV		24H	R127	
I80-W	3	Placer	Roseville	.4	101.9	.236	313512	NB Riverside Ave.	3	Mainline	loops	No	R129	
I80-W	3	Placer	Roseville	.4	101.9	.236	319365	NB Riverside Ave.	1	HOV		24H	R129	
I80-W	3	Placer	Roseville	.671	102.171	.441	318611	Cirby Way	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	.671	102.171	.441	318612	Cirby Way	3	Mainline	loops	No		
I80-W	3	Placer	Roseville	1.283	102.783	.592	318933	Darling Way	1	HOV		24H		
I80-W	3	Placer	Roseville	1.283	102.783	.592	318934	Darling Way	3	Mainline		No		
I80-W	3	Placer	Roseville	1.855	103.355	.377	318656	EB Douglas Blvd	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	1.855	103.355	.377	316438	EB Douglas Blvd	4	Mainline	loops	No		
I80-W	3	Placer	Roseville	2.037	103.537	.339	318636	WB Douglas Blvd	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	2.037	103.537	.339	316451	WB Douglas Blvd	3	Mainline	loops	No		
I80-W	3	Placer	Roseville	2.533	104.033	.44	318950	Lead Hills Dr.	4	Mainline		No		
I80-W	3	Placer	Roseville	2.533	104.033	.44	318949	Lead Hills Dr.	1	HOV		24H		
I80-W	3	Placer	Roseville	2.917	104.417	.411	318816	Atlantic St	4	Mainline	loops	No		
I80-W	3	Placer	Roseville	2.917	104.417	.411	318815	Atlantic St	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	3.356	104.856	.351	318772	Roseville Pkwy	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	3.356	104.856	.351	318773	Roseville Pkwy	5	Mainline	loops	No		
I80-W	3	Placer	Roseville	3.62	105.12	.972	318788	Taylor Rd	4	Mainline	loops	No		
I80-W	3	Placer	Roseville	3.62	105.12	.972	318787	Taylor Rd	1	HOV	loops	24H		
I80-W	3	Placer	Roseville	5.3	106.8	1.168	317003	W. of Rocklin Rd	2	Mainline	magnetometers	No		
I80-W	3	Placer	Roseville	5.3	106.8	3.34	319388	W. of Rocklin Rd	1	HOV		24H		
I80-W	3	Placer	Roseville	5.956	107.456	.65	314217	EB Rocklin Rd.	3	Mainline	loops	No	R195	
I80-W	3	Placer	Rocklin	6.6	108.1	.659	317013	W. of Sierra College	3	Mainline	magnetometers	No		
I80-W	3	Placer	Rocklin	7.274	108.774	.52	317157	SB SierraColgBlvd	3	Mainline	loops	No		
I80-W	3	Placer	Rocklin	7.64	109.14	.313	317166	NB SierraColgBlvd	3	Mainline	loops	No		
I80-W	3	Placer	Rocklin	7.9	109.4	.58	317023	E. of Sierra College	3	Mainline	magnetometers	No		
I80-W	3	Placer		8.8	110.3	.95	316738	Horseshoe Bar Rd.	3	Mainline	magnetometers	No		
I80-W	3	Placer	Loomis	9.8	111.3	1	316748	W. of Penryn Rd.	3	Mainline	magnetometers	No		
I80-W	3	Placer	Loomis	10.8	112.3	1.15	316768	E. of Penryn Rd.	3	Mainline	magnetometers	No		
I80-W	3	Placer		12.1	113.6	2.43	316758	W. of Gilardi Rd.	3	Mainline	magnetometers	No		
I80-W	3	Placer		15.66	117.16	2.21	316206	Hallbom Rd	3	Mainline	loops	No		
I80-W	3	Placer		16.521	118.021	1.869	317505	W. of Maple St.	3	Mainline	others	No		
I80-W	3	Placer		R19.4	120.9	2.529	316222	Auburn Ravine OC	3	Mainline	loops	No		
I80-W	3	Placer		R21.58	123.08	1.53	316231	Bell Rd	3	Mainline	loops	No		
I80-W	3	Placer		22.461	123.961	.805	317527	JEO Dry CreekRd	3	Mainline	others	No		
I80-W	3	Placer		23.191	124.691	.775	317624	JWO PlacerHillsRd	3	Mainline	others	No		
I80-W	3	Placer		24.081	125.51	1.469	317537	E of PlacerHills Rd	3	Mainline	others	No		
I80-W	3	Placer		R26.2	127.629	3.559	316252	Applegate	2	Mainline	loops	No		
I80-W	3	Placer		33.121	134.606	4.19	316264	Colfax	2	Mainline	loops	No		
I80-W	3	Placer		36.5	137.985	4.189	314001	Colfax Curve	2	Mainline	radars	No	R214	
I80-W	3	Placer		44.439	145.924	5	318499	Alta Rd	2	Mainline	loops	No		
I80-W	3	Placer		R55.621	157.106	5	319444	Carpenter Flat	2	Mainline		No		
I80-W	3	Placer		R63.51	164.995	5	319430	Cisco Grove	2	Mainline		No		
I80-W	3	Nevada		R2.534	173.803	3.778	317798	Soda Spring O.C.	2	Mainline	loops	No		
I80-W	3	Nevada		R5.09	176.359	3.318	317789	Castle Peak Rd	3	Mainline	loops	No		
I80-W	3	Nevada		R9.17	180.439	3.863	318688	Donner Lake IC	3	Mainline	loops	No		
I80-W	3	Nevada	Truckee	13.264	184.085	2.091	319674	Donner Pass Rd	2	Mainline		No		
I80-W	3	Nevada	Truckee	13.8	184.621	2.768	314255	Truckee	2	Mainline	radars	No	R105	
I80-W	3	Nevada		29.5	200.321	4.879	317147	Farad	2	Mainline		No	RT121	
I80-W	3	Sierra		1.498	204.102	1.497	318272	Gold Ranch, NV	2	Mainline	radars	No		

