Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
I80-E	4	Alameda	Oakland	.66	5.97	.14	404894	SFOBB East Span	5	Mainline	loops	No	DTD54	L5-E-33-080-00066
I80-E	4	Alameda	Oakland	.84	6.15	.125	404914	SFOBB East Span	5	Mainline	radars	No	DTD75	U5-E-33-080-00084
I80-E	4	Alameda	Oakland	.91	6.22	.11	404897	SFOBB East Span	5	Mainline	loops	No	DTD56	L5-E-33-080-00091
I80-E	4	Alameda	Oakland	1.06	6.37	.12	404898	SFOBB East Span	5	Mainline	loops	No	DTD57	L5-E-33-080-00106
I80-E	4	Alameda	Oakland	1.15	6.46	.08	404899	SFOBB East Span	5	Mainline	loops	No	DTD58	L5-E-33-080-00115
I80-E	4	Alameda	Oakland	1.22	6.53	.14	401546	Base of the Bay Bridge	5	Mainline	loops	No	DT648	L5-E-33-080-00122
I80-E	4	Alameda	Oakland	1.43	6.74	.55	404400	1400' E of Bay Bridge	6	Mainline	loops	No	DT349	L6-E-33-080-00143
I80-E	4	Alameda	Oakland	2.32	7.63	.595	401892	WEST GRAND AVE/MARITIME ST	6	Mainline	loops	No	DT100	L6-E-33-080-00232
I80-E	4	Alameda	Oakland	2.62	7.93	.425	401657	80 / 580 SPLIT	4	Mainline	loops	No	DT651	L4-E-33-080-00262
I80-E	4	Alameda	Oakland	3.17	8.48	.34	401671	BERKELEY CURVE	3	Mainline	loops	No	DT310	L3-E-33-080-00317
I80-E	4	Alameda	Oakland	3.3	8.61	.255	405450	EB 80 hovl split	3	Mainline	loops	No	DT000	L3-E-33-080-00330
I80-E	4	Alameda	Emeryville	3.68	8.99	.295	403430	W of Powell St	4	Mainline	loops	No	DT077	L4-E-33-080-00368
I80-E	4	Alameda	Emeryville	3.89	9.2	.353	401513	Powell St rm-e-diag	6	Mainline	loops	No	DT091	L6-E-33-080-00389
I80-E	4	Alameda	Emeryville	4.387	9.697	.354	403998	ashby ave off-e-diag	5	Mainline	loops	No	DT317	L5-E-33-080-00439
I80-E	4	Alameda	Berkeley	4.6	9.91	.261	405589	Ashby Ave rm-e-diag	5	Mainline	loops	No	DT318	L5-E-33-080-00460
I80-E	4	Alameda	Berkeley	4.91	10.22	.325	400679	S AQUATIC PARK	5	Mainline	loops	No	DT319	L5-E-33-080-00491
I80-E	4	Alameda	Berkeley	5.25	10.56	.395	401198	N aquatic park	5	Mainline	loops	No	DT320	L5-E-33-080-00525
I80-E	4	Alameda	Berkeley	5.7	11.01	.285	400432	University Ave off-e-diag	5	Mainline	loops	No	DT321	L5-E-33-080-00570
I80-E	4	Alameda	Berkeley	5.82	11.13	.25	400728	UNIVERSITY AVE  ON-E-DIAG	5	Mainline	loops	No	DT678	L5-E-33-080-00585
I80-E	4	Alameda	Berkeley	6.2	11.51	.39	400612	N OF UNIVERSITY AVE	5	Mainline	loops	No	DT322	L5-E-33-080-00620
I80-E	4	Alameda	Berkeley	6.6	11.91	.22	408632	Gilman St off-e-diag	5	Mainline	loops	No	DT0F6	L5-E-33-080-00660
I80-E	4	Alameda	Berkeley	6.64	11.95	.19	401079	Gilman St rm-e-diag	5	Mainline	loops	No	DT642	L5-E-33-080-00664
I80-E	4	Alameda	Berkeley	6.98	12.29	.171	415253	W of Buchanan St	5	Mainline	loops	No	DT1D3	L5-E-33-080-00698
I80-E	4	Alameda	Berkeley	R6.983	12.293	.184	401901	Buchanan St off-e-diag	5	Mainline	loops	No	DT6A4	L5-E-33-080-R0698
I80-E	4	Alameda	Albany	7.35	12.66	.923	401239	Buchanan St rm-e-diag	4	Mainline	loops	No	DT638	L4-E-33-080-00735
I80-E	4	Contra Costa	Richmond	.06	13.393	.197	402062	W of Central Ave	4	Mainline	loops	No	DT460	L4-E-28-080-00006
I80-E	4	Contra Costa	Richmond	.44	13.773	.408	400329	Central Ave rm-e-diag	4	Mainline	loops	No	DT110	L4-E-28-080-00044
I80-E	4	Contra Costa	Richmond	.51	13.843	.235	401509	W of Panama Ave	4	Mainline	loops	No	DT111	L4-E-28-080-00051
I80-E	4	Contra Costa	Richmond	.91	14.243	.305	401575	Carlson Blvd rm-w-diag	4	Mainline	loops	No	DT112	L4-E-28-080-00091
I80-E	4	Contra Costa	Richmond	1.12	14.453	.165	401195	CARLSON AVE	4	Mainline	loops	No	DT113	L4-E-28-080-00112
I80-E	4	Contra Costa	Richmond	1.24	14.573	.21	400027	E of Carlson Blvd	4	Mainline	loops	No	DTA13	L4-E-28-080-00124
I80-E	4	Contra Costa	Richmond	1.54	14.873	.38	401558	Potrero Ave rm-w-diag	4	Mainline	loops	No	DT462	L4-E-28-080-00154
I80-E	4	Contra Costa	Richmond	2	15.333	.255	401045	Cutting Blvd rm-e-loop	4	Mainline	loops	No	DT165	L4-E-28-080-00200
I80-E	4	Contra Costa	Richmond	2.05	15.383	.31	400182	E of Cutting Blvd	6	Mainline	loops	No	DT166	L6-E-28-080-00205
I80-E	4	Contra Costa	Richmond	2.62	15.953	.46	400445	oppo Barrett Ave rm-w-diag	4	Mainline	loops	No	DT463	L4-E-28-080-00262
I80-E	4	Contra Costa	Richmond	2.97	16.303	.395	400443	San Pablo Ave rm-e-diag	4	Mainline	loops	No	DT114	L4-E-28-080-00297
I80-E	4	Contra Costa	Richmond	3.41	16.743	.39	401221	Solano Ave rm-w-diag	4	Mainline	loops	No	DTA11	L4-E-28-080-00341
I80-E	4	Contra Costa	Richmond	3.75	17.083	.325	405754	McBryde Ave OC	4	Mainline	loops	No	DT115	L4-E-28-080-00375
I80-E	4	Contra Costa	Richmond	4.06	17.393	.225	401228	SAN PABLO DAM RD	4	Mainline	loops	No	DT464	L4-E-28-080-00406
I80-E	4	Contra Costa	Richmond	4.2	17.533	.12	406652	oppo San Pablo Dam Rd	4	Mainline	loops	No	DT167	L4-E-28-080-00420
I80-E	4	Contra Costa	Richmond	4.3	17.633	.173	400770	San Pablo Dam Rd rm-e-diag	4	Mainline	loops	No	DT168	L4-E-28-080-00430
I80-E	4	Contra Costa	San Pablo	4.547	17.88	.349	401895	800' E of San Pablo Dam Rd	4	Mainline	loops	No	DT098	L4-E-28-080-00455
I80-E	4	Contra Costa		5	18.333	.311	417277	oppo El Portal Dr	4	Mainline	loops	No	DT868	L4-E-28-080-00500
I80-E	4	Contra Costa		5.17	18.503	.25	416790	oppo El Portal Dr rm-w-diag	4	Mainline	loops	No	DT466	L4-E-28-080-00517
I80-E	4	Contra Costa	Richmond	5.5	18.833	.26	401243	El Portal Dr rm-e-diag	4	Mainline	loops	No	DT861	L4-E-28-080-00550
I80-E	4	Contra Costa	Richmond	5.69	19.023	.215	401551	Hilltop Dr off-e-diag	5	Mainline	loops	No	DT467	L5-E-28-080-00569
I80-E	4	Contra Costa	Richmond	5.93	19.263	.255	401209	Hilltop Dr. rm-e-loop	4	Mainline	loops	No	DT8A6	L4-E-28-080-00593
I80-E	4	Contra Costa	Richmond	6.2	19.533	.17	401260	Hilltop Dr rm-e-diag	4	Mainline	loops	No	DT870	L4-E-28-080-00620
I80-E	4	Contra Costa	Richmond	6.27	19.603	.258	400082	1000' W of Richmond Pkwy	4	Mainline	loops	No	DT169	L4-E-28-080-00627
I80-E	4	Contra Costa	Richmond	6.716	20.049	.328	400976	Richmond Pkwy rm-e-loop	4	Mainline	loops	No	DT170	L4-E-28-080-00672
I80-E	4	Contra Costa	Pinole	6.926	20.259	.256	400838	Richmond Pkwy rm-e-diag	5	Mainline	loops	No	DT172	L5-E-28-080-00693
I80-E	4	Contra Costa	Pinole	7.227	20.56	.342	400430	1000' W of Appian Way	5	Mainline	loops	No	DT468	L5-E-28-080-00723
I80-E	4	Contra Costa	Pinole	7.61	20.943	.236	400865	APPIAN WAY	4	Mainline	loops	No	DT872	L4-E-28-080-00761
I80-E	4	Contra Costa	Pinole	7.7	21.033	.43	400902	Appian Way rm-e-diag	4	Mainline	loops	No	DT873	L4-E-28-080-00770
I80-E	4	Contra Costa	Pinole	8.47	21.803	.445	401269	Pinole Valley Rd rm-w-diag	4	Mainline	loops	No	DT874	L4-E-28-080-00847
I80-E	4	Contra Costa	Pinole	8.59	21.923	.305	400660	Pinole Valley Rd rm-e-diag	4	Mainline	loops	No	DT469	L4-E-28-080-00859
I80-E	4	Contra Costa	Pinole	9.08	22.413	.41	401070	1200' E of Pinole Valley Rd	4	Mainline	loops	No	DT470	L4-E-28-080-00908
I80-E	4	Contra Costa	Hercules	9.41	22.743	.384	401058	3000' W of SR4	4	Mainline	loops	No	DT071	L4-E-28-080-00941
I80-E	4	Contra Costa	Hercules	9.847	23.18	.25	415255	SR4 on	5	Mainline	loops	No	DT1D6	L5-E-28-080-00985
I80-E	4	Contra Costa	Hercules	9.91	23.243	.171	401090	Sycamore Ave OC	5	Mainline	loops	No	DT783	L5-E-28-080-00991
I80-E	4	Contra Costa	Hercules	10.19	23.523	.143	415254	oppo Hercules off	4	Mainline	loops	No	DT1D5	L4-E-28-080-01019
I80-E	4	Contra Costa	Hercules	10.195	23.528	.308	400478	SR4 rm-e-fly/diag	4	Mainline	loops	No	DT020	L4-E-28-080-01020
I80-E	4	Contra Costa		10.806	24.139	.539	403946	Willow Ave rm-e-diag	4	Mainline	loops	No	DT022	L4-E-28-080-01081
I80-E	4	Contra Costa		11.273	24.606	.431	403276	California St	4	Mainline	loops	No	DT023	L4-E-28-080-01127
I80-E	4	Contra Costa		11.669	25.002	.32	403458	1800' E of Calfiornia St OC	4	Mainline	loops	No	DTB41	L4-E-28-080-01167
I80-E	4	Contra Costa		11.914	25.247	.38	400124	600' W of Refinery Rd UC	4	Mainline	loops	No	DT024	L4-E-28-080-01191
I80-E	4	Contra Costa		12.43	25.763	.377	403460	W of Cummings Skywy	4	Mainline	loops	No	DTB42	L4-E-28-080-01243
I80-E	4	Contra Costa		12.668	26.001	.202	408634	oppo Cummings Skywy rm-w-diag	4	Mainline	loops	No	DT972	L4-E-28-080-01267
I80-E	4	Contra Costa		12.833	26.166	.417	401793	Cummings Skywy rm-e-diag	4	Mainline	loops	No	DT026	L4-E-28-080-01283
I80-E	4	Contra Costa		13.502	26.835	.999	404401	oppo Pomona St on-w-diag	3	Mainline	radars	No	DT971	U3-E-28-080-01350
I80-E	4	Solano	Vallejo	.99	28.462	1.012	407865	Sonoma Blvd off-e-fly	3	Mainline	loops	No	DT3A2	L3-E-23-080-00099
I80-E	4	Solano	Vallejo	1.09	28.562	.365	400829	oppo Sonoma Blvd on-w-diag	3	Mainline	loops	No	DT055	L3-E-23-080-00109
I80-E	4	Solano	Vallejo	1.72	29.192	.5	400622	Magazine St  on-e-hook	3	Mainline	loops	No	DT056	L3-E-23-080-00172
I80-E	4	Solano	Vallejo	2.09	29.562	.35	402174	4A5344 LOC 2	3	Mainline	magnetometers	No	DS902	N3-E-23-080-00209
I80-E	4	Solano		2.42	29.892	.43	408178	WB 780	3	Mainline	loops	No	DT058	L3-E-23-080-00242
I80-E	4	Solano	Vallejo	2.95	30.422	.36	404388	oppo Georgia St on-w-diag	3	Mainline	loops	No	DT059	L3-E-23-080-00295
I80-E	4	Solano	Vallejo	3.14	30.612	.515	409100	Solano Ave / Springs Rd OC	3	Mainline	loops	No	DT804	L3-E-23-080-00314
I80-E	4	Solano	Vallejo	3.98	31.452	.71	404390	Between Redwood Rd/Tennesse St	3	Mainline	loops	No	DT061	L3-E-23-080-00398
I80-E	4	Solano	Vallejo	4.56	32.032	.74	407869	Redwood Rd on-e-hook	3	Mainline	loops	No	DT8B2	L3-E-23-080-00456
I80-E	4	Solano	Vallejo	5.46	32.932	.585	402079	SR 37 conn-e-fly/diag	3	Mainline	loops	No	DT735	L3-E-23-080-00546
I80-E	4	Solano	Vallejo	5.73	33.202	.31	407866	Columbus Pkwy rm-e-diag	5	Mainline	loops	No	DT8B6	L5-E-23-080-00573
I80-E	4	Solano	Vallejo	6.08	33.552	.385	410772	EB 37 rm-e-fly	5	Mainline	loops	No	DT8B9	L5-E-23-080-00608
I80-E	4	Solano	Vallejo	6.5	33.972	.98	402239	4A5344 loc 8	5	Mainline	magnetometers	No	DS908	N5-E-23-080-00650
I80-E	4	Napa		7.01	34.482	.427	411793	oppo 800' E of WB 37 Connector	4	Mainline	loops	No	DT8C0	L4-E-21-080-00701
I80-E	4	Napa		7.5	34.972	.773	402235	4A5344 loc 10	4	Mainline	magnetometers	No	DS401	N4-E-21-080-00750
I80-E	4	Solano		8.04	35.512	.835	410778	oppo American Canyon Rd	4	Mainline	loops	No	DT8C1	L4-E-23-080-00804
I80-E	4	Solano		8.17	35.642	.25	402002	American Canyon Rd	4	Mainline	loops	No	DT143	L4-E-23-080-00817
I80-E	4	Solano		8.54	36.012	.42	410774	oppo 1/2 m. E of American Can	4	Mainline	loops	No	DT8C3	L4-E-23-080-00854
I80-E	4	Solano		9.01	36.482	.54	410775	oppo 5000' E of American Cany	4	Mainline	loops	No	DT8C4	L4-E-23-080-00901
I80-E	4	Solano		9.62	37.092	.5	410776	oppo Lynch Rd UC	4	Mainline	loops	No	DT8C5	L4-E-23-080-00962
I80-E	4	Solano		10.01	37.482	.375	413094	1200' E of Lynch Rd	4	Mainline	loops	No	DT8C6	L4-E-23-080-01001
I80-E	4	Solano	Fairfield	10.37	37.842	.485	410741	oppo 1 m. W of Red Top Rd	4	Mainline	loops	No	DT8C7	L4-E-23-080-01037
I80-E	4	Solano	Fairfield	10.98	38.452	.56	413371	1/2 mi. W of Red Top Rd	4	Mainline	loops	No	DT8C8	L4-E-23-080-01098
I80-E	4	Solano	Fairfield	11.49	38.962	.44	401318	Red Top rd  rm-e-diag	4	Mainline	loops	No	DT807	L4-E-23-080-01149
I80-E	4	Solano	Fairfield	11.86	39.332	.751	410756	EB 12 OC	5	Mainline	loops	No	DTB68	L5-E-23-080-01186
I80-E	4	Solano	Fairfield	12.98	40.463	.86	401781	NB 680 rm-e-diag	5	Mainline	loops	No	DT777	L5-E-23-080-01298
I80-E	4	Solano	Fairfield	13.57	41.053	.505	401784	Suisun Valley Rd on-e-diag	6	Mainline	loops	No	DT779	L6-E-23-080-01357
I80-E	4	Solano		13.99	41.473	.47	401787	2500' E of Suisun Valley Rd oc	5	Mainline	loops	No	DT780	L5-E-23-080-01399
I80-E	4	Solano		14.51	41.993	.395	401789	E OF CORDELIA TRUCK INSPECTION	5	Mainline	loops	No	DT782	L5-E-23-080-01451
I80-E	4	Solano		14.78	42.263	.23	413372	oppo 1/4 m E of WB truck scale	6	Mainline	loops	No	DT8D1	L6-E-23-080-01478
I80-E	4	Solano		14.97	42.453	.74	401791	5000' E OF CORDELIA TRUCK INSP	5	Mainline	loops	No	DT784	L5-E-23-080-01497
I80-E	4	Solano		16.26	43.743	.965	410745	Abernathy Rd rm-e-diag	5	Mainline	loops	No	DTC59	L5-E-23-080-01626
I80-E	4	Solano	Fairfield	16.9	44.383	.56	404391	Auto Mall Pkwy rm-e-diag	5	Mainline	loops	No	DTC60	L5-E-23-080-01690
I80-E	4	Solano	Fairfield	17.38	44.863	.295	401151	W Texas St/Beck Rd rm-e-diag	5	Mainline	loops	No	DT075	L5-E-23-080-01738
I80-E	4	Solano	Fairfield	17.49	44.973	.325	402004	Oliver Rd	4	Mainline	loops	No	DT146	L4-E-23-080-01749
I80-E	4	Solano	Fairfield	18.03	45.513	.505	401879	Travis Blvd rm-e-diag	5	Mainline	loops	No	DT079	L5-E-23-080-01803
I80-E	4	Solano	Fairfield	18.5	45.983	.61	412683	4A5344 loc 21	4	Mainline	magnetometers	No	DS917	N4-E-23-080-01850
I80-E	4	Solano	Fairfield	19.25	46.733	.605	410742	Airbase Pkwy rm-e-diag	5	Mainline	loops	No	DTC62	L5-E-23-080-01925
I80-E	4	Solano	Fairfield	19.71	47.193	.46	411792	4A5344 loc 25	4	Mainline	magnetometers	No	DS921	N4-E-23-080-01971
I80-E	4	Solano	Fairfield	20.17	47.653	.39	411111	4A5344 loc 27	4	Mainline	magnetometers	No	DS923	N4-E-23-080-02017
I80-E	4	Solano	Fairfield	20.49	47.973	.42	413373	2500' W of Manuel Campos Pkwy	4	Mainline	loops	No	DT8D2	L4-E-23-080-02049
I80-E	4	Solano	Fairfield	21.01	48.493	.445	403455	Manuel Campos pkwy/N Texas st	4	Mainline	loops	No	DTB18	L4-E-23-080-02101
I80-E	4	Solano	Fairfield	21.38	48.863	.315	413374	2500' E of Manuel Campos Pkwy	4	Mainline	loops	No	DT8D4	L4-E-23-080-02138
I80-E	4	Solano		21.64	49.123	.355	413375	1 m E of Manuel Campos Pkwy	4	Mainline	loops	No	DT8D5	L4-E-23-080-02164
I80-E	4	Solano		22.09	49.573	.43	412684	1 m W of Lagoon Valley Rd	4	Mainline	loops	No	DT8D6	L4-E-23-080-02209
I80-E	4	Solano		22.5	49.983	.555	411113	4A5344 loc 33	4	Mainline	magnetometers	No	DS928	N4-E-23-080-02250
I80-E	4	Solano		23.2	50.683	.524	410764	Lagoon Valley Rd rm-e-diag	4	Mainline	loops	No	DT8D9	L4-E-23-080-02320
I80-E	4	Solano		23.55	51.031	.329	413380	1/2 m E of Lagoon Valley Rd OC	4	Mainline	loops	No	DT8E0	L4-E-23-080-02355
I80-E	4	Solano		23.86	51.341	.205	413377	Rivera Rd rm-e-loop	4	Mainline	loops	No	DT8E2	L4-E-23-080-02386
I80-E	4	Solano		23.96	51.441	.345	401878	E of Pleasant Valley OC	4	Mainline	loops	No	DT433	L4-E-23-080-02396
I80-E	4	Solano		24.55	52.031	.7	413376	oppo 3/4 mi. W of Alamo Dr OC	4	Mainline	loops	No	DT8E3	L4-E-23-080-02455
I80-E	4	Solano	Vacaville	25.36	52.841	.41	411118	4A5344 loc 38	4	Mainline	magnetometers	No	DS933	N4-E-23-080-02536
I80-E	4	Solano	Vacaville	25.37	52.851	.245	409998	Alamo Dr rm-e-diag	4	Mainline	loops	No	DT8E5	L4-E-23-080-02537
I80-E	4	Solano	Vacaville	25.85	53.331	.49	410761	Bella Vista Rd rm-e-hook	4	Mainline	loops	No	DT8E8	L4-E-23-080-02585
I80-E	4	Solano	Vacaville	26.35	53.831	.455	413091	Cliffside Dr rm-e-hook	4	Mainline	loops	No	DT8F0	L4-E-23-080-02635
I80-E	4	Solano	Vacaville	26.76	54.241	.485	408464	1200' W of Allison Dr	4	Mainline	loops	No	DT8F1	L4-E-23-080-02676
I80-E	4	Solano	Vacaville	27.32	54.801	.29	410752	Allison Dr rm-e-diag	4	Mainline	loops	No	DT8F4	L4-E-23-080-02732
I80-E	4	Solano	Vacaville	27.34	54.821	.335	410767	Allison Dr rm-e-loop	4	Mainline	loops	No	DT8F2	L4-E-23-080-02734
I80-E	4	Solano	Vacaville	27.99	55.471	.455	408784	500' W of Nut Tree Rd OC	4	Mainline	loops	No	DT8F6	L4-E-23-080-02799
I80-E	4	Solano	Vacaville	28.25	55.731	.21	410750	E Monte Vista rm-e-fly	4	Mainline	loops	No	DT8F8	L4-E-23-080-02825
I80-E	4	Solano	Vacaville	28.41	55.891	.225	410755	Orange Dr rm-e-hook	4	Mainline	loops	No	DT8F9	L4-E-23-080-02841
I80-E	4	Solano	Vacaville	28.7	56.181	1.403	411116	4A5344 loc 44	4	Mainline	magnetometers	No	DS938	N4-E-23-080-02870
I80-E	4	Solano	Vacaville	31.23	58.697	1.643	402241	4A5344 loc 49	3	Mainline	magnetometers	No	DS941	N3-E-23-080-03123
I80-E	4	Solano	Vacaville	32	59.467	.695	402243	4A5344 loc 50	3	Mainline	magnetometers	No	DS942	N3-E-23-080-03200
I80-E	4	Solano	Vacaville	32.62	60.087	.5	402245	4A5344 loc 51	3	Mainline	magnetometers	No	DS943	N3-E-23-080-03262
I80-E	4	Solano		33	60.467	.42	402246	4A5344 LOC 52	3	Mainline	magnetometers	No	DS944	N3-E-23-080-03300
I80-E	4	Solano		33.46	60.927	.5	403425	1200' E of Midway Rd	3	Mainline	magnetometers	No	DS934	N3-E-23-080-03346
I80-E	4	Solano		34	61.467	.77	402248	4A5344 loc 54	3	Mainline	magnetometers	No	DS945	N3-E-23-080-03400
I80-E	4	Solano		35	62.467	.7	402250	4A5344 loc 55	3	Mainline	magnetometers	No	DS946	N3-E-23-080-03500
I80-E	4	Solano		35.4	62.867	.75	402251	4A5344 LOC 56	3	Mainline	magnetometers	No	DS947	N3-E-23-080-03540
I80-E	4	Solano		36.5	63.967	.815	402255	4A5344 loc 59	3	Mainline	magnetometers	No	DS950	N3-E-23-080-03650
I80-E	4	Solano		37.03	64.497	.5	402257	4A5344 loc 61	3	Mainline	magnetometers	No	DS951	N3-E-23-080-03703
I80-E	4	Solano		37.5	64.967	.585	402259	4A5344 loc 63	3	Mainline	magnetometers	No	DS952	N3-E-23-080-03750
I80-E	4	Solano		38.2	65.667	.75	402261	4A5344 loc 66	3	Mainline	magnetometers	No	DS953	N3-E-23-080-03820
I80-E	4	Solano		39	66.467	.7	402263	4A5344 loc 67	3	Mainline	magnetometers	No	DS954	N3-E-23-080-03900
I80-E	4	Solano		39.6	67.067	.5	402264	4A5344 LOC 68	3	Mainline	magnetometers	No	DS955	N3-E-23-080-03960
I80-E	4	Solano		40	67.467	.45	402266	4A5344 LOC 70	3	Mainline	magnetometers	No	DS957	N3-E-23-080-04000
I80-E	4	Solano		40.5	67.967	.7	402268	4A5344 loc 72	3	Mainline	magnetometers	No	DS958	N3-E-23-080-04050
I80-E	4	Solano		41.4	68.867	.7	402270	4A5344 loc 73	4	Mainline	magnetometers	No	DS959	N4-E-23-080-04140
I80-E	4	Solano		41.9	69.367	.305	402272	4A5344 loc 76	5	Mainline	magnetometers	No	DS960	N5-E-23-080-04190
I80-E	4	Solano		42.01	69.477	2.555	421492	N of university ave	5	Mainline	loops	No	DTEST	L5-E-23-080-04201
I80-E	3	Yolo		.323	72.51	.774	318113	Richards Blvd	3	Mainline	loops	No		
I80-E	3	Yolo		1.25	73.437	.838	316773	E. of Pole Line Rd.	3	Mainline	magnetometers	No		
I80-E	3	Yolo		2	74.187	.675	318017	West of Mace Blvd	3	Mainline	radars	No		
I80-E	3	Yolo	Davis	2.6	74.787	.4	314013	SB Mace Blvd.	3	Mainline	loops	No	R197	
I80-E	3	Yolo	Davis	2.8	74.987	.45	314025	NB Mace Blvd.	3	Mainline	loops	No	R198	
I80-E	3	Yolo		3.5	75.687	.6	316783	E. of Mace Blvd	3	Mainline	magnetometers	No		
I80-E	3	Yolo		4	76.187	.501	318067	W of CR 105d	3	Mainline		No		
I80-E	3	Yolo		4.501	76.688	.852	318076	E of CR 105d	3	Mainline	loops	No		
I80-E	3	Yolo		5.704	77.891	1.223	318053	W of Webster UC	3	Mainline	loops	No		
I80-E	3	Yolo		6.947	79.134	1.62	316803	E. of Webster UC	3	Mainline	magnetometers	No		
I80-E	3	Yolo	West Sacramento	8.946	81.133	1.079	317028	JWO Enterprise BL	3	Mainline	magnetometers	No		
I80-E	3	Yolo	West Sacramento	9.105	81.292	.285	314548	Enterprise Blvd	5	Mainline	loops	No		
I80-E	3	Yolo	West Sacramento	9.517	81.704	.697	318135	E of Enterprise BL	4	Mainline	loops	No		
I80-E	3	Yolo	West Sacramento	R10.5	82.687	.741	316817	W. of Reed Ave.	3	Mainline	magnetometers	No		
I80-E	3	Yolo	West Sacramento	R11	83.187	1.063	317884	Reed Ave	3	Mainline	loops	No		
I80-E	3	Sacramento		M.4	84.305	.751	315804	Bryte Bend Bridge	3	Mainline	loops	No		
I80-E	3	Sacramento		M1.291	85.196	.522	320442	SB W. El Camino Ave	4	Mainline		No		
I80-E	3	Sacramento		M1.445	85.35	.19	320457	NB W. El Camino Ave	4	Mainline		No		
I80-E	3	Sacramento		M1.671	85.576	2.2	320629	E of West El Camino	1	HOV		24H		
I80-E	3	Sacramento		M1.671	85.576	.678	320628	E of West El Camino	4	Mainline		No		
I80-E	3	Sacramento	Sacramento	M2.8	86.705	.954	316140	San Juan Rd OC	2	Mainline	loops	No		
I80-E	3	Sacramento	Sacramento	M2.918	86.823	.954	320612	San Juan OC	1	HOV		24H		
I80-E	3	Sacramento	Sacramento	M3.58	87.485	.431	320501	SB Truxel Rd.	1	HOV		24H	TA-252	
I80-E	3	Sacramento	Sacramento	M3.58	87.485	.49	312343	SB Truxel Rd.	3	Mainline	loops	No	TA-252	
I80-E	3	Sacramento	Sacramento	M3.78	87.685	.458	312439	NB Truxel Rd	4	Mainline	loops	No	TA-253	
I80-E	3	Sacramento	Sacramento	M3.78	87.685	.413	320492	NB Truxel Rd	1	HOV		24H	TA-253	
I80-E	3	Sacramento	Sacramento	M4.406	88.311	.56	320562	North Freeway	1	HOV		24H		
I80-E	3	Sacramento	Sacramento	M4.496	88.401	.56	316166	North Freeway	4	Mainline		No		
I80-E	3	Sacramento	Sacramento	M4.9	88.805	.252	313111	SB Northgate Blvd	3	Mainline	loops	No	TA-256	
I80-E	3	Sacramento	Sacramento	M4.9	88.805	.297	320506	SB Northgate Blvd	1	HOV		24H	TA-256	
I80-E	3	Sacramento	Sacramento	M5	88.905	.425	313114	NB Northgate Blvd.	4	Mainline	loops	No	TA-257	
I80-E	3	Sacramento	Sacramento	M5	88.905	.396	320504	NB Northgate Blvd	1	HOV		24H	TA-257	
I80-E	3	Sacramento	Sacramento	M5.691	89.596	.64	320603	W of Norwood Ave	1	HOV		24H		
